mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180213,Mohmad Haneefa,Elected,09-06-2024,In Office,First Term,Ladakh,Ladakh,Independent,Male,Upto Higher Secondary,Matric pass from J&K Board,57,19,0,79,0.876623377, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19,NA,79,0.876623377,Lok Sabha
180285,Shrirang Appa Chandu Barne,Elected,09-06-2024,In Office,Third Term,Maval,Maharashtra,Shiv Sena,Male,Upto Higher Secondary,"10th Passed from Fattechand Jain Vidyalaya, Chinchwad, SSC Board Pune, Maharashtra in year 2022",62,59,3,293,0.961038961, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,31.9772979,0.88372093,181.1135105,0.844278827,Lok Sabha
180006,Bhupathiraju Srinivasa Varma,Elected,09-06-2024,In Office,First Term,Narsapuram,Andhra Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,M.A. (Politics) 1999 from Andhra University,59,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180007,Byreddy Shabari,Elected,09-06-2024,In Office,First Term,Nandyal,Andhra Pradesh,Telugu Desam Party,Female,Post Graduate and above,"PG Degree (M.D. Radio Diagnosis)- Dr. NTR University of Health Sciences, Andhra Pradesh, April 2013",42,24,2,179,0.922077922, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180009,Chandra Sekhar Pemmasani,Elected,09-06-2024,In Office,First Term,Guntur,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"M.D. Internal Medicine at Geisinger Medical Center in Danville, Pennsylvania, USA 2005",50,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180012,G M Harish Balayogi,Elected,09-06-2024,In Office,First Term,Amalapuram,Andhra Pradesh,Telugu Desam Party,Male,Graduate,Bachelors of Business Management from GITAM University in 2011,35,29,1,200,0.987012987, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180015,Krishna Prasad Tenneti,Elected,09-06-2024,In Office,First Term,Bapatla,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"MBA, Indian Institute of Management, Ahmedabad (IIMA) 1983-85",66,26,2,212,0.915584416, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180016,Lavu Sri Krishna Devarayalu,Elected,09-06-2024,In Office,Second Term,Narsaraopet,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Tech. from Andhra University, Visakhapatnam year 2006",43,46,2,219,0.902597403, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180017,Maddila Gurumoorthy,Elected,09-06-2024,In Office,Second Term,Thirupati,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"Bachelor of Physiotherapy from Sri Venkateswara Institute of Medical science, Tirupati 2004-2008",41,35,3,155,0.954545455, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180022,Putta Mahesh Kumar,Elected,09-06-2024,In Office,First Term,Eluru,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Tech (Civil Engineering) from Jawaharlal Nehru Technology University Hyderabad, 2010",38,11,1,182,0.772727273, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,19.54545455,0.5,168.9090909,0.863636364,Lok Sabha
180023,Kinjarapu Rammohan Naidu,Elected,09-06-2024,In Office,Third Term,Srikakulam,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"MBA from Island University, New York, USA, Year 2011",38,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180027,Kiren Rijiju,Elected,09-06-2024,In Office,Fourth Term,Arunachal West,Arunachal Pradesh,Bharatiya Janata Party,Male,Graduate,L.L.B. from Law Faculty of University of Delhi in year 1998,54,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180029,Amarsing Tisso,Elected,09-06-2024,In Office,First Term,Diphu,Assam,Bharatiya Janata Party,Male,Upto Higher Secondary,Senior School Secondary Examination (SSSE) from NIOS in 1995,58,1,1,75,0.902597403, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,15.24358974,0.076923077,91.52564103,0.849206349,Lok Sabha
180042,Sarbananda Sonowal,Elected,09-06-2024,In Office,Third Term,Dibrugarh,Assam,Bharatiya Janata Party,Male,Graduate,"LLB G. U. Law College, Gauhati University, Guwahati",63,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180045,Alok Kumar Suman,Elected,09-06-2024,In Office,Second Term,Gopalganj,Bihar,Janata Dal (United),Male,Post Graduate and above,"Master of Surgery from PMCH, Patna University in year 1991",69,51,6,159,0.993506494, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,22.94117647,0.588235294,104.4117647,0.892475172,Lok Sabha
180046,Arun Bharti,Elected,09-06-2024,In Office,First Term,Jamui,Bihar,Lok Janshakti Party (Ram Vilas),Male,Post Graduate and above,"M.B.A. from Strathclyde Business School, University Of Strathclyde, U.K. in year 2004",50,22,3,180,0.824675325, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,22.94117647,0.588235294,104.4117647,0.892475172,Lok Sabha
180048,Chirag Paswan,Elected,09-06-2024,In Office,Third Term,Hajipur,Bihar,Lok Janshakti Party (Ram Vilas),Male,Graduate,"B.Tech (IInd Semester) from Bundelkhand University, Jhansi in year 2005",43,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180053,Giriraj Singh,Elected,09-06-2024,In Office,Third Term,Begusarai,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. from Magadh University, 1971",73,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180055,Janardan Singh Sigriwal,Elected,09-06-2024,In Office,Third Term,Maharajganj,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A, Bihar University, Muzaffarpur, 1980",67,39,3,168,1, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,22.94117647,0.588235294,104.4117647,0.892475172,Lok Sabha
180056,Jitan Ram Manjhi,Elected,09-06-2024,In Office,First Term,Gaya,Bihar,Hindustani Awam Morcha (Secular),Male,Graduate,"Graduate (Hons.) from Gaya College, Magadh University, Bodh Gaya in year 1966",81,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180062,Nityanand Rai,Elected,09-06-2024,In Office,Third Term,Ujiarpur,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. Hons from RN College, Bihar University, Muzaffarpur, 1986",60,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180065,Raj Bhushan Choudhary,Elected,09-06-2024,In Office,First Term,Muzaffarpur,Bihar,Bharatiya Janata Party,Male,Post Graduate and above,"M.D. from Darbhanga Medical College, Laheriasarai",49,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180069,Rajiv Pratap Rudy,Elected,09-06-2024,In Office,Fifth Term,Saran,Bihar,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Economics) from Magadh University, Bodh Gaya in year 1987",64,28,5,133,0.974025974, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,22.94117647,0.588235294,104.4117647,0.892475172,Lok Sabha
180070,Rajiv Ranjan Singh,Elected,09-06-2024,In Office,Fourth Term,Munger,Bihar,Janata Dal (United),Male,Graduate,"B.A. (Hons.), TNB College, Bhagalpur University, Year 1976",71,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180074,Shambhavi,Elected,09-06-2024,In Office,First Term,Samastipur,Bihar,Lok Janshakti Party (Ram Vilas),Female,Post Graduate and above,Master of Arts (Sociology) Delhi School of Economics (University of Delhi) in Session 2020-2022,28,40,3,227,0.961038961, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,22.94117647,0.588235294,104.4117647,0.892475172,Lok Sabha
180093,Tokhan Sahu,Elected,09-06-2024,In Office,First Term,Bilaspur,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Com. from SNG College Mungeli, Gurughasidas University Bilaspur in 1996",56,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180104,Viriato Fernandes,Elected,09-06-2024,In Office,First Term,South Goa,Goa,Indian National Congress,Male,Graduate,"Post Graduate Diploma in Business Administration in Supply Chain Management in 2017, Post Graduate Diploma in Business Administration in Operation in 2015",57,28,1,84,0.87012987, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,28,1,84,0.87012987,Lok Sabha
180105,Shripad Yesso Naik,Elected,09-06-2024,In Office,Sixth Term,North Goa,Goa,Bharatiya Janata Party,Male,Graduate,"B.A. from Dempo College of Arts and Science, Bombay University in 1978",73,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180106,Amit Shah,Elected,09-06-2024,In Office,Second Term,Gandhinagar,Gujarat,Bharatiya Janata Party,Male,Graduate,"B.Sc. (2nd year) from Gujarat College, Gujarat University, Ahmedabad",61,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180108,Chandrakant Raghunath Patil,Elected,09-06-2024,In Office,Fourth Term,Navsari,Gujarat,Bharatiya Janata Party,Male,Upto Higher Secondary,ITI from Surat in year 1974,71,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180122,Mansukh Mandaviya,Elected,09-06-2024,In Office,First Term,Porbandar,Gujarat,Bharatiya Janata Party,Male,Post Graduate and above,"Ph.D from Maharaja Krishnakumarsinhji University, Bhavnagar in year 2021",54,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180126,Nimuben Jayantibhai Bambhaniya,Elected,09-06-2024,In Office,First Term,Bhavnagar,Gujarat,Bharatiya Janata Party,Female,Graduate,"B.Ed. from Bhavnagar University in 2002, B.Sc from Bhavnagar University in 1990",59,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180128,Parshottambhai Rupala,Elected,09-06-2024,In Office,First Term,Rajkot,Gujarat,Bharatiya Janata Party,Male,Graduate,B.Ed. from Gujarat University in 1977,71,7,1,142,0.974025974, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,11.40909091,0.045454545,126.6818182,0.941263282,Lok Sabha
180134,Rao Inderjit Singh,Elected,09-06-2024,In Office,Sixth Term,Gurgaon,Haryana,Bharatiya Janata Party,Male,Graduate,"BA Hons, Delhi University, 1971, LLB, Delhi University, 1974",76,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180136,Krishan Pal Gurjar,Elected,09-06-2024,In Office,Third Term,Faridabad,Haryana,Bharatiya Janata Party,Male,Graduate,LL.B. from Meerut University in 1986,69,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180137,Manohar Lal,Elected,09-06-2024,In Office,First Term,Karnal,Haryana,Bharatiya Janata Party,Male,Graduate,"Graduate, Delhi University, 1975",72,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180148,Jitendra Singh,Elected,09-06-2024,In Office,Third Term,Udhampur,Jammu and Kashmir,Bharatiya Janata Party,Male,Post Graduate and above,"M.D. from Govt. Medical College, Jammu, University of Jammu in year 1984",69,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180151,Annpurna Devi,Elected,09-06-2024,In Office,Second Term,Kodarma,Jharkhand,Bharatiya Janata Party,Female,Post Graduate and above,"P.G. (History) from Ranchi University, Ranchi",56,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180152,Bidyut Baran Mahato,Elected,09-06-2024,In Office,Third Term,Jamshedpur,Jharkhand,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate from Tata College, Chaibasa, Ranchi University, Ranchi in year 1983",63,43,3,307,0.987012987, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,25.5,1,145.0833333,0.870670996,Lok Sabha
180160,Nishikant Dubey,Elected,09-06-2024,In Office,Fourth Term,Godda,Jharkhand,Bharatiya Janata Party,Male,Post graduate and above,"Doctor of Philosophy in Management, Pratap University, Rajasthan, 2018 -Topic: ""Emerging issue of Rural Poverty in India: A Micro View""",57,73,6,257,1, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,25.5,1,145.0833333,0.870670996,Lok Sabha
180161,Sanjay Seth,Elected,09-06-2024,In Office,Second Term,Ranchi,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Bachelor of Law, R.U. 1983",66,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180164,Vishnu Dayal Ram,Elected,09-06-2024,In Office,Third Term,Palamau,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Graduate, History, Patna College, Patna University, Patna Bihar Year 1971",75,44,3,224,0.987012987, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,25.5,1,145.0833333,0.870670996,Lok Sabha
180172,H D Kumaraswamy,Elected,09-06-2024,In Office,Third Term,Mandya,Karnataka,Janata Dal (Secular),Male,Graduate,"B.Sc. from National College, Jayanagar, Bangalore University in year 1978-79",66,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180174,K Sudhakar,Elected,09-06-2024,In Office,First Term,Chikkballapur,Karnataka,Bharatiya Janata Party,Male,Graduate,"M.B.B.S. from Siddhartha Medical College, Tumkur in year 2003",53,37,2,224,0.922077922, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,11.70833333,0.083333333,96.08333333,0.802489177,Lok Sabha
180181,Pralhad Joshi,Elected,09-06-2024,In Office,Fifth Term,Dharwad,Karnataka,Bharatiya Janata Party,Male,Graduate,B.A from Karnataka University in 1983,63,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180186,Shobha Karandlaje,Elected,09-06-2024,In Office,Third Term,Bangalore North,Karnataka,Bharatiya Janata Party,Female,Post Graduate and above,"M.A. (Social Service) from Open University, Mysore University in year 1996",59,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180190,V Somanna,Elected,09-06-2024,In Office,First Term,Tumkur,Karnataka,Bharatiya Janata Party,Male,Graduate,"BA, VV Puram Evening College, Vishveshwarapuram, Bengaluru 1971-1974",75,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180195,Benny Behanan,Elected,09-06-2024,In Office,Second Term,Chalakudy,Kerala,Indian National Congress,Male,Graduate,"B.Com. from Sree Sankara College, Kalady, Kerala University in year 1971-72",73,30,2,173,0.844155844, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180196,Dean Kuriakose,Elected,09-06-2024,In Office,Second Term,Idukki,Kerala,Indian National Congress,Male,Post Graduate and above,"M.A. (Politics and Human Rights) from School of International Relations and Politics, MG University, Kottayam in year 2013",45,49,3,170,0.805194805, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180197,E T Mohammed Basheer,Elected,09-06-2024,In Office,Fourth Term,Malappuram,Kerala,Indian Union Muslim League,Male,Upto Higher Secondary,SSLC from Chaliyam Umbichi Haji High School - 1964,80,41,3,113,0.902597403, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180198,Hibi Eden,Elected,09-06-2024,In Office,Second Term,Ernakulam,Kerala,Indian National Congress,Male,Graduate,"B.Com. from Sacred Heart College, Thevara, Mahathma Gandhi University in year 2003-04",43,46,3,125,0.850649351, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180205,N K Premachandran,Elected,09-06-2024,In Office,Fifth Term,Kollam,Kerala,Revolutionary Socialist Party,Male,Graduate,"L.L.B. from Govt. Law College, Thiruvananthapuram, University of Kerala in year 1985",66,90,3,117,0.88961039, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180208,Shafi Parambil,Elected,09-06-2024,In Office,First Term,Vadakara,Kerala,Indian National Congress,Male,Post Graduate and above,"M.B.A. from West Fort College, Thrissur, Calicut University in year 2009",43,19,2,147,0.753246753, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180209,Shashi Tharoor,Elected,09-06-2024,In Office,Fourth Term,Thiruvananthapuram,Kerala,Indian National Congress,Male,Post Graduate and above,"Ph.D. in Law and Diplomacy from Fletcher School of Law and Diplomacy, Tufts University, USA in year 1978",70,36,6,138,0.88961039, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180210,Suresh Gopi,Elected,09-06-2024,In Office,First Term,Thrissur,Kerala,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (English) from Fatima Mata National College, Kollam, Kerala University in year 1982",68,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180212,V K Sreekandan,Elected,09-06-2024,In Office,Second Term,Palakkad,Kerala,Indian National Congress,Male,Graduate,"B.A. (History) from Shobhit University, Meerut in year 2013",56,33,3,165,0.857142857, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,34.52046784,1.371345029,140.9736842,0.809125085,Lok Sabha
180220,Bharti Pardhi,Elected,09-06-2024,In Office,First Term,Balaghat,Madhya Pradesh,Bharatiya Janata Party,Female,Upto Higher Secondary,B.S.C. (Home Science) Part 1 Year 1985,58,47,3,249,0.967532468, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,18.375,0.291666667,135.5416667,0.919642857,Lok Sabha
180222,Darshan Singh Choudhary,Elected,09-06-2024,In Office,First Term,Hoshangabad,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Economics), Barkatullah Vishwavidyalaya, Bhopal, in year 2005",50,44,2,140,0.954545455, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,18.375,0.291666667,135.5416667,0.919642857,Lok Sabha
180224,Durgadas D D Uikey,Elected,09-06-2024,In Office,Second Term,Betul,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Barkatullah Vishwavidyalaya, Bhopal in year 2003",62,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180227,Ganesh Singh,Elected,09-06-2024,In Office,Fifth Term,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Govt. P.G. College, Satna, Awadhesh Pratap Singh University, Rewa, Madhya Pradesh in year 1986",64,38,2,138,0.935064935, Data corresponds to the period from 24-06-2024 to 13-08-2026.,21.54095681,0.417355372,119.7049443,0.85328087,18.375,0.291666667,135.5416667,0.919642857,Lok Sabha
180231,Jyotiraditya M Scindia,Elected,09-06-2024,In Office,Fifth Term,Guna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.B.A. from Stanford University, Graduate School of Business, Palo Alto, CA, USA in year 2001",55,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180237,Savitri Thakur,Elected,09-06-2024,In Office,Second Term,Dhar,Madhya Pradesh,Bharatiya Janata Party,Female,Upto Higher Secondary,"Higher Secondary from Urdu Education Board, Vidyarthi Academy, Indore, 2018",48,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180240,Shivraj Singh Chouhan,Elected,09-06-2024,In Office,Sixth Term,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Philosophy) from Hamidia College Bhopal, Bhopal University in year 1982-83",67,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
180242,Virendra Kumar,Elected,09-06-2024,In Office,Eighth Term,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,Ph.D. from Dr. Hari Singh Gour University in year 2007,72,NA,NA,NA,NA,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 13-08-2026.",NA,NA,NA,NA,NA,NA,NA,NA,Lok Sabha
